iter	RMSE
305	0.649364776
306	0.6492854027
307	0.6492214527
308	0.6488746907
309	0.6486401732
310	0.6484436295
311	0.648376996
312	0.6481162636
313	0.6479799581
314	0.647770334
315	0.6476001169
316	0.6474114503
317	0.6471346298
318	0.6470813689
319	0.6468748381
320	0.6466322658
321	0.6463162109
322	0.6461153838
323	0.6460432608
324	0.6459208715
325	0.6455796244
326	0.6454787315
327	0.6453921932
328	0.6452142393
329	0.6448110027
330	0.6446353245
331	0.6444431323
332	0.6441889185
333	0.6441178203
334	0.6438811864
335	0.6437132934
336	0.6435947967
337	0.6433555941
338	0.643295038
339	0.6430284288
340	0.6427333353
341	0.6425334477
342	0.6423171837
343	0.6421414045
344	0.6418400419
345	0.6417551345
346	0.6416411259
347	0.6414967281
348	0.6411705399
349	0.6410228207
350	0.6408705564
351	0.6408124591
352	0.6405940926
353	0.6405321633
354	0.6401817009
355	0.6399702453
356	0.6398010355
357	0.6397424906
358	0.6395016731
359	0.6393271384
360	0.6390121691
361	0.6388233503
362	0.6386628004
363	0.6385056482
364	0.6383565603
365	0.6380286775
366	0.6379822881
367	0.6376575292
368	0.6374469634
369	0.6371733727
370	0.6368143729
371	0.6366483594
372	0.6364855865
373	0.6362336616
374	0.6360565426
375	0.635900056
376	0.6356333875
377	0.6356091911
378	0.6353796487
379	0.6352277603
380	0.6349420704
381	0.6348561501
382	0.6347225764
383	0.6345621062
384	0.6345018836
385	0.634351961
386	0.6339613727
387	0.6338644647
388	0.6336453435
389	0.6334189878
390	0.6332282465
391	0.6330837739
392	0.6329349598
393	0.6326671015
394	0.6323861264
395	0.6322600006
396	0.6320964377
397	0.6319315754
398	0.6315822137
399	0.6313561675
400	0.6310175299
401	0.6307999375
402	0.6305269099
403	0.6301999417
404	0.6298694576
405	0.629634733
406	0.6293901022
407	0.6291912926
408	0.6290657546
409	0.6289631821
410	0.6287100146
411	0.62862667
412	0.6284917437
413	0.6283024386
414	0.6281692178
415	0.6280071352
416	0.6277947846
417	0.6275409395
418	0.6273094992
419	0.6271444642
420	0.6269231891
421	0.6267694313
422	0.6265577222
423	0.6263179716
424	0.6262596476
425	0.6261772372
426	0.6260246887
427	0.6258341017
428	0.6255129716
429	0.6254443684
430	0.6252573224
431	0.6249069215
432	0.6246900487
433	0.6244249465
434	0.6243749419
435	0.6242092566
436	0.623946296
437	0.6237954297
438	0.6231903406
439	0.6230376447
440	0.6228989537
441	0.6228278505
442	0.6226987852
443	0.6224084942
444	0.6221732144
445	0.6219168192
446	0.6215268123
447	0.6213345154
448	0.6211283313
449	0.6208409603
450	0.620717066
451	0.6205146796
452	0.6203748572
453	0.6201612081
454	0.6200753001
455	0.6198718168
456	0.6196240085
457	0.6194106447
458	0.6191257575
459	0.618950351
460	0.6188521917
461	0.6185991134
462	0.6182779137
463	0.6181884155
464	0.6180087078
465	0.6178153696
466	0.6175299419
467	0.6172645589
468	0.6170802355
469	0.616752199
470	0.6165737393
471	0.6163417238
472	0.6161661876
473	0.615907936
474	0.6157604232
475	0.6155863844
476	0.6153192292
477	0.615256592
478	0.6150158964
479	0.6148956276
480	0.6147196318
481	0.614442235
482	0.6142936945
483	0.6142071113
484	0.6140329559
485	0.6136439968
486	0.6134554382
487	0.6133255294
488	0.6131162832
489	0.6128773825
490	0.6127225698
491	0.6124974722
492	0.6123000685
493	0.6121211241
494	0.6120115614
495	0.6119194086
496	0.6117963482
497	0.6115865059
498	0.6114797478
499	0.6113037407
500	0.6107867729
501	0.6105357802
502	0.6104264633
503	0.6102904116
504	0.6099322627
505	0.6097608002
506	0.6096293187
507	0.6094133758
508	0.6092061757
509	0.6087639554
510	0.6084110265
511	0.6081471726
512	0.6079036746
513	0.6076436177
514	0.6072436624
515	0.6069065452
516	0.6067726556
517	0.6065738669
518	0.6062041632
519	0.6060023744
520	0.6058510041
521	0.6057691712
522	0.6056210782
523	0.6054953185
524	0.6053767825
525	0.6052662936
526	0.6050890274
527	0.604932419
528	0.6047320711
529	0.6046440757
530	0.6045825103
531	0.6043471952
532	0.6042613189
533	0.604125419
534	0.6038102576
535	0.6037022088
536	0.6035265812
537	0.6032734557
538	0.6030389219
539	0.6028664722
540	0.6027647642
541	0.6026042674
542	0.6024508033
543	0.6023003424
544	0.6021621792
545	0.6019756646
546	0.6018983851
547	0.601599835
548	0.6013097111
549	0.6011547395
550	0.601029476
551	0.6008447961
552	0.6006040845
553	0.6004131058
554	0.5999796599
555	0.5998775967
556	0.5997759789
557	0.5995483937
558	0.5993479193
559	0.5992223014
560	0.5990908374
561	0.5989760725
562	0.5986981848
563	0.5984622381
564	0.5981932609
565	0.5979388982
566	0.5977351144
567	0.5976203116
568	0.597424951
569	0.5973037156
570	0.5971600175
571	0.596954984
572	0.5967126768
573	0.5965896108
574	0.5964622462
575	0.5962651862
576	0.5960913101
577	0.5960358897
578	0.5957982383
579	0.5955996206
580	0.5954522171
581	0.5952670464
582	0.5950970715
583	0.5948979655
584	0.594819706
585	0.5947040975
586	0.5945370876
587	0.5943901536
588	0.5943308206
589	0.5941574048
590	0.5939914187
591	0.5937365568
592	0.5935163089
593	0.5932481294
594	0.5930404651
595	0.5927000358
596	0.5925209146
597	0.5924110472
598	0.592225811
599	0.5920963291
600	0.5918966892
601	0.591792084
602	0.5916820068
603	0.5913884906
604	0.5911894955
605	0.5910564754
606	0.5908787573
607	0.590713297
608	0.5904963039
609	0.5903776825
610	0.5902236925
611	0.5900231427
612	0.589898731
613	0.5897168861
614	0.5895559751
615	0.5893701744
616	0.5890516465
617	0.5887984831
618	0.5886382793
619	0.5885358606
620	0.5882611243
621	0.5881367213
622	0.5879414786
623	0.5877838162
624	0.5876898172
625	0.5875283031
626	0.5874069819
627	0.5872754573
628	0.5870671
629	0.5869196443
630	0.5865467293
631	0.586303616
632	0.5861796103
633	0.5858803461
634	0.5857222818
635	0.5855467702
636	0.5854712548
637	0.5853900382
638	0.585220343
639	0.5849407009
640	0.5848301586
641	0.5846757781
642	0.5845215381
643	0.5842696223
644	0.5840745635
645	0.5839680991
646	0.5837760692
647	0.5836048517
648	0.5834828769
649	0.5832529907
650	0.5830179667
651	0.5829223167
652	0.5828376436
653	0.5827514778
654	0.5825888267
655	0.582430762
656	0.582325166
657	0.5821887327
658	0.5820099938
659	0.581765542
660	0.5814952833
661	0.5812192028
662	0.5810833149
663	0.5807941499
664	0.5806093716
665	0.5804493734
666	0.5803300496
667	0.5802511288
668	0.5801050538
669	0.580025726
670	0.5799036608
671	0.5797496389
672	0.5795219655
673	0.5794124846
674	0.5793442462
675	0.5792699195
676	0.5790666662
677	0.5789295145
678	0.5788687951
679	0.5786698077
680	0.5784747386
681	0.5783626639
682	0.578291089
683	0.5781479418
684	0.5780199873
685	0.5779566726
686	0.5777769222
687	0.5776060861
688	0.5774755298
689	0.5772900594
690	0.5770981949
691	0.576984053
692	0.576803778
693	0.5764698715
694	0.5762822034
695	0.5761304234
696	0.5759342585
697	0.5757459102
698	0.5755768435
699	0.5754757558
700	0.5753315821
701	0.5750218835
702	0.57481157
703	0.5744092763
704	0.5742653059
705	0.5742205326
706	0.5741197403
707	0.5740203579
708	0.573835801
709	0.5735588295
710	0.5734677457
711	0.5732642204
712	0.5730184012
713	0.5729291062
714	0.5726277437
715	0.572372455
716	0.5721934577
717	0.5720879332
718	0.5719545035
719	0.5718687227
720	0.5716897298
721	0.5714087238
722	0.5711520676
723	0.5709164815
724	0.5707824359
725	0.5707396956
726	0.5705963762
727	0.5704556411
728	0.5703523795
729	0.5702902018
730	0.5700839771
731	0.5698958299
732	0.5696053492
733	0.5694710327
734	0.5692783214
735	0.5692255584
736	0.5690623425
737	0.5689029949
738	0.5686903684
739	0.5684254014
740	0.5682973768
741	0.5680662678
742	0.5679148769
743	0.5677302133
744	0.5676900193
745	0.5674993123
746	0.5673774004
747	0.5672170946
748	0.5671213833
749	0.5669997779
750	0.5667358974
751	0.5664986972
752	0.5663243167
753	0.5661116258
754	0.5659839364
755	0.5657600918
756	0.5654622058
757	0.5654095534
758	0.5652457847
759	0.5651867006
760	0.5649834068
761	0.5647579075
762	0.5646286554
763	0.5645026597
764	0.5644564851
765	0.5644116727
766	0.5642469254
767	0.5641229768
768	0.5639666189
769	0.5638570475
770	0.5635071423
771	0.5633774905
772	0.563122183
773	0.5630539288
774	0.5629061798
775	0.5627633054
776	0.5626240026
777	0.5623961151
778	0.5623398186
779	0.5622266592
780	0.5621583933
781	0.562027826
782	0.5619444423
783	0.5617223762
784	0.5616289762
785	0.5615388174
786	0.5613795928
787	0.5611055671
788	0.5609242916
789	0.560705327
790	0.5605953777
791	0.5603920175
792	0.5603498886
793	0.5601845021
794	0.5600278793
795	0.5598222366
796	0.5596497337
797	0.5594646114
798	0.5593400554
799	0.5591395328
800	0.5589325086
801	0.5588616925
802	0.5587410437
803	0.5586495368
804	0.5584055242
805	0.5582484376
806	0.5581094594
807	0.5579691913
808	0.5578418199
809	0.5575428126
810	0.5574743657
811	0.5573364881
812	0.5571043745
813	0.557025824
814	0.5568434845
815	0.5566389892
816	0.5565339457
817	0.556420957
818	0.55624987
819	0.5560369924
820	0.5559214917
821	0.5556382025
822	0.5555256718
823	0.5554859003
824	0.5554230834
825	0.5553332635
826	0.5551760698
827	0.5549759478
828	0.5548062056
829	0.5546703594
830	0.554573219
831	0.5543774678
832	0.554215243
833	0.5540402999
834	0.5539712085
835	0.553838818
836	0.5536446964
837	0.5535116848
838	0.553348347
839	0.5532746411
840	0.5531430747
841	0.5529756327
842	0.5528197503
843	0.5527303365
844	0.5525746055
845	0.5524431366
846	0.5522629174
847	0.5521893357
848	0.5520638632
849	0.5519512158
850	0.5518236072
851	0.5516660395
852	0.5516000115
853	0.5515393017
854	0.5514896874
855	0.5513003766
856	0.5512378072
857	0.5511224742
858	0.5509300034
859	0.5508043533
860	0.5506831845
861	0.5504897496
862	0.5503238255
863	0.5502812014
864	0.5500504885
865	0.5498164182
866	0.5496945957
867	0.5495958722
868	0.5494609119
869	0.5492834572
870	0.5491649893
871	0.549065244
872	0.5490256265
873	0.5488893435
874	0.5487893926
875	0.5486485733
876	0.5484934829
877	0.5483554163
878	0.5480266163
879	0.5478829169
880	0.5477129588
881	0.5474994886
882	0.5473970748
883	0.5472716384
884	0.5471817552
885	0.5470050454
886	0.5468691084
887	0.5467694862
888	0.5466544159
889	0.5465617717
890	0.5464447468
891	0.546303842
892	0.5462556685
893	0.5461081445
894	0.5460160014
895	0.545869744
896	0.5457592219
897	0.5457097365
898	0.5455729682
899	0.5454384633
900	0.5453061702
901	0.5451770167
902	0.5450135757
903	0.5448610053
904	0.5448004346
905	0.5447305761
906	0.5444844244
907	0.5443241186
908	0.5440433667
909	0.5438877633
910	0.5437589074
911	0.543602759
912	0.5435127992
913	0.5434525517
914	0.5433123249
915	0.5431063424
916	0.5429642135
917	0.5428356649
918	0.5426984576
919	0.5425394535
920	0.542339715
921	0.5422215413
922	0.5421582986
923	0.5420255848
924	0.5419358992
925	0.5417727201
926	0.5415581269
927	0.5414311915
928	0.541283808
929	0.5411403327
930	0.5410172672
931	0.540915512
932	0.5407423985
933	0.5405865988
934	0.5405536775
935	0.5404217511
936	0.5402952921
937	0.5401319542
938	0.5400838248
939	0.5399826098
940	0.5399273708
941	0.5398455351
942	0.5396095612
943	0.539520567
944	0.5394217973
945	0.5393394078
946	0.5392308265
947	0.5391236545
948	0.5389820647
949	0.5388764648
950	0.5388176998
951	0.5386851528
952	0.5385504818
953	0.5384372719
954	0.5383258773
955	0.5382933584
956	0.5381494671
957	0.5380757019
958	0.5379310338
959	0.537786844
960	0.5376349986
961	0.5375147902
962	0.5374327741
963	0.5373850772
964	0.5373055884
965	0.5372051019
966	0.5370465105
967	0.5369707
968	0.5368247488
969	0.5367256448
970	0.5365413004
971	0.5364605794
972	0.53630289
973	0.536098624
974	0.5359674882
975	0.5358401197
976	0.5357209702
977	0.535649267
978	0.5355503636
979	0.5354233727
980	0.5352443314
981	0.5351037798
982	0.5349558831
983	0.5348074911
984	0.5347148551
985	0.534621116
986	0.5345151966
987	0.5343860162
988	0.5342621352
989	0.5341475753
990	0.534052453
991	0.533968999
992	0.5338885105
993	0.5338506687
994	0.5337444776
995	0.5335861639
996	0.5334437062
997	0.5333687213
998	0.5333106078
999	0.5331709174
